"Error","Query","Table","Variable","PID","Info"
"Logic","Unexpected Record","tblVIS","patient","114","patient = 114"
"Logic","Unexpected Record","tblVIS","patient","115","patient = 115"
"Logic","Unexpected Record","tblVIS","patient","116","patient = 116"
"Logic","Unexpected Record","tblVIS","patient","117","patient = 117"
"Logic","Unexpected Record","tblVIS","patient","118","patient = 118"
"Logic","Unexpected Record","tblVIS","patient","119","patient = 119"
"Logic","Unexpected Record","tblVIS","patient","120","patient = 120"
"Logic","Unexpected Record","tblVIS","patient","121","patient = 121"
"Logic","Unexpected Record","tblVIS","patient","122","patient = 122"
"Logic","Unexpected Record","tblVIS","patient","123","patient = 123"
"Logic","Unexpected Record","tblVIS","patient","124","patient = 124"
"Logic","Unexpected Record","tblVIS","patient","125","patient = 125"
"Logic","Unexpected Record","tblVIS","patient","126","patient = 126"
"Logic","Unexpected Record","tblVIS","patient","127","patient = 127"
"Logic","Unexpected Record","tblVIS","patient","128","patient = 128"
"Logic","Unexpected Record","tblVIS","patient","129","patient = 129"
"Logic","Unexpected Record","tblVIS","patient","130","patient = 130"
"Logic","Unexpected Record","tblVIS","patient","131","patient = 131"
"Logic","Unexpected Record","tblVIS","patient","132","patient = 132"
"Logic","Unexpected Record","tblVIS","patient","133","patient = 133"
"Logic","Unexpected Record","tblVIS","patient","134","patient = 134"
"Logic","Unexpected Record","tblVIS","patient","135","patient = 135"
"Logic","Unexpected Record","tblVIS","patient","136","patient = 136"
"Logic","Unexpected Record","tblVIS","patient","137","patient = 137"
"Logic","Unexpected Record","tblVIS","patient","138","patient = 138"
"Logic","Unexpected Record","tblVIS","patient","139","patient = 139"
"Logic","Unexpected Record","tblVIS","patient","140","patient = 140"
"Logic","Unexpected Record","tblVIS","patient","141","patient = 141"
"Logic","Unexpected Record","tblVIS","patient","142","patient = 142"
"Logic","Unexpected Record","tblVIS","patient","143","patient = 143"
"Logic","Unexpected Record","tblVIS","patient","144","patient = 144"
"Logic","Unexpected Record","tblVIS","patient","145","patient = 145"
"Logic","Unexpected Record","tblVIS","patient","146","patient = 146"
"Logic","Unexpected Record","tblVIS","patient","147","patient = 147"
"Logic","Missing Record","tblVIS","patient","9004","patient = 9004"
"Logic","Missing Record","tblVIS","patient","1000","patient = 1000"
"Logic","Missing Record","tblVIS","patient","1001","patient = 1001"
"Logic","Missing Record","tblVIS","patient","1002","patient = 1002"
"Logic","Missing Record","tblVIS","patient","1003","patient = 1003"
"Logic","Missing Record","tblVIS","patient","1004","patient = 1004"
"Logic","Missing Record","tblVIS","patient","1005","patient = 1005"
"Logic","Missing Record","tblVIS","patient","1006","patient = 1006"
"Logic","Missing Record","tblVIS","patient","1007","patient = 1007"
"Logic","Missing Record","tblVIS","patient","1008","patient = 1008"
"Logic","Missing Record","tblVIS","patient","1009","patient = 1009"
"Logic","Missing Record","tblVIS","patient","1010","patient = 1010"
"Logic","Missing Record","tblVIS","patient","1011","patient = 1011"
"Logic","Missing Record","tblVIS","patient","1012","patient = 1012"
"Logic","Missing Record","tblVIS","patient","1013","patient = 1013"
"Logic","Missing Record","tblVIS","patient","1014","patient = 1014"
"Logic","Missing Record","tblVIS","patient","1014","patient = 1014"
"Logic","Missing Record","tblVIS","patient","1015","patient = 1015"
"Logic","Missing Record","tblVIS","patient","1016","patient = 1016"
"Logic","Missing Record","tblVIS","patient","1017","patient = 1017"
"Logic","Missing Record","tblVIS","patient","1018","patient = 1018"
"Logic","Unexpected Record","tblVIS","center","146","center =  "
"Logic","Out of Range","tblVIS","heigh","100","vis_d=2010-01-01&heigh=1.51&vis_d=2010-01-16&heigh=1"
"Table Structure","Unexpected Variable","tblDELIVERY_CHILD","forced_errors","",""
"Value Error","Unexpected Type","tblDELIVERY_CHILD","deliv_d","1002","deliv_d=2014-30-12&type=date"
"Value Error","Unexpected Type","tblDELIVERY_CHILD","deliv_d","1018","deliv_d= &type=date"
"Missing Value","Missing Value","tblDELIVERY_CHILD","child_enrol","1018",""
"Missing Value","Missing Value","tblDELIVERY_CHILD","deliv_m","1018",""
"Missing Value","Missing Value","tblDELIVERY_CHILD","breech_y","1018",""
"Logic","Out of Order","tblDELIVERY_CHILD & tblBAS","birth_d&deliv_d",NA,"birth_d=NA&deliv_d=NA"
"Logic","Out of Order","tblDELIVERY_CHILD & tblBAS","birth_d&deliv_d","1016","birth_d=2001-01-24&deliv_d=2000-01-01"
"Logic","Out of Order","tblDELIVERY_CHILD & tblBAS","birth_d&deliv_d","1016","birth_d=2001-01-24&deliv_d=2000-01-01"
"Logic","Out of Order","tblDELIVERY_CHILD & tblLTFU","deliv_d&death_d","1000","deliv_d=2014-01-01&death_d=2000-01-01"
"Logic","Out of Order","tblDELIVERY_CHILD & tblLTFU","deliv_d&death_d","1010","deliv_d=2014-01-09&death_d=2000-01-01"
"Logic","Date in the Future","tblDELIVERY_CHILD","deliv_d","1001","databaseclose=2013-12-01&deliv_d=2014-01-02"
"Logic","Date in the Future","tblDELIVERY_CHILD","deliv_d","1003","databaseclose=2013-12-01&deliv_d=2014-01-02"
"Logic","Date in the Future","tblDELIVERY_CHILD","deliv_d","1005","databaseclose=2013-12-01&deliv_d=2014-01-04"
"Logic","Date in the Future","tblDELIVERY_CHILD","deliv_d","1007","databaseclose=2013-12-01&deliv_d=2014-01-06"
"Logic","Date in the Future","tblDELIVERY_CHILD","deliv_d","1009","databaseclose=2013-12-01&deliv_d=2014-01-08"
"Logic","Date in the Future","tblDELIVERY_CHILD","deliv_d","1009","databaseclose=2013-12-01&deliv_d=2014-01-08"
"Logic","Date in the Future","tblDELIVERY_CHILD","deliv_d","1011","databaseclose=2013-12-01&deliv_d=2014-01-10"
"Logic","Date in the Future","tblDELIVERY_CHILD","deliv_d","1013","databaseclose=2013-12-01&deliv_d=2014-01-12"
"Logic","Date in the Future","tblDELIVERY_CHILD","deliv_d","1014","databaseclose=2013-12-01&deliv_d=2014-01-14"
"Logic","Date in the Future","tblDELIVERY_CHILD","deliv_d","1015","databaseclose=2013-12-01&deliv_d=2014-01-15"
"Logic","Date in the Future","tblDELIVERY_CHILD","deliv_d","1017","databaseclose=2013-12-01&deliv_d=2014-01-02"
"Logic","Duplicate Record","tblDELIVERY_CHILD","mother_id&deliv_d&child_id","1009","mother_id=1009&deliv_d=2014-01-08&child_id=1009-01"
"Value Error","Unexpected Code","tblDELIVERY_CHILD","child_enrol","1002","child_enrol=88"
"Value Error","Unexpected Code","tblDELIVERY_CHILD","child_enrol","1005","child_enrol=88"
"Value Error","Unexpected Code","tblDELIVERY_CHILD","child_enrol","1008","child_enrol=88"
"Value Error","Unexpected Code","tblDELIVERY_CHILD","child_enrol","1011","child_enrol=88"
"Value Error","Unexpected Code","tblDELIVERY_CHILD","child_enrol","1014","child_enrol=88"
"Value Error","Unexpected Code","tblDELIVERY_CHILD","child_enrol","1014","child_enrol=88"
"Value Error","Unexpected Code","tblDELIVERY_CHILD","child_enrol","1015","child_enrol=88"
"Value Error","Unexpected Code","tblDELIVERY_CHILD","child_enrol","1016","child_enrol=88"
"Value Error","Unexpected Code","tblDELIVERY_CHILD","child_enrol","1017","child_enrol=88"
"Value Error","Unexpected Code","tblDELIVERY_CHILD","deliv_d_a","1002","deliv_d_a=x"
"Value Error","Unexpected Code","tblDELIVERY_CHILD","deliv_d_a","1007","deliv_d_a=Y "
"Value Error","Unexpected Code","tblDELIVERY_CHILD","deliv_d_a","1013","deliv_d_a=Y "
"Value Error","Unexpected Code","tblDELIVERY_CHILD","deliv_d_a","1018","deliv_d_a= "
"Value Error","Unexpected Code","tblDELIVERY_CHILD","deliv_m","1002","deliv_m=999"
"Value Error","Unexpected Code","tblDELIVERY_CHILD","breech_y","1002","breech_y=999"
"Logic","Unexpected Record","tblDELIVERY_CHILD","mother_id","1009","mother_id = 1009"
"Logic","Unexpected Record","tblDELIVERY_CHILD","mother_id","1009","mother_id = 1009"
"Logic","Unexpected Record","tblDELIVERY_CHILD","child_id","1009-01","child_id = 1009-01"
"Logic","Unexpected Record","tblDELIVERY_CHILD","child_id","1009-01","child_id = 1009-01"
"Logic","Unexpected Record","tblDELIVERY_CHILD","child_id","1010-01","child_id = 1010-01"
"Logic","Unexpected Record","tblDELIVERY_CHILD","child_id","1011-01","child_id = 1011-01"
"Logic","Unexpected Record","tblDELIVERY_CHILD","child_id","1012-01","child_id = 1012-01"
"Logic","Unexpected Record","tblDELIVERY_CHILD","child_id","1013-01","child_id = 1013-01"
"Logic","Unexpected Record","tblDELIVERY_CHILD","child_id","1014-01","child_id = 1014-01"
"Logic","Unexpected Record","tblDELIVERY_CHILD","child_id","1014-02","child_id = 1014-02"
"Logic","Unexpected Record","tblDELIVERY_CHILD","child_id","1015","child_id = 1015"
"Logic","Unexpected Record","tblDELIVERY_CHILD","child_id","1016","child_id = 1016"
"Logic","Unexpected Record","tblDELIVERY_CHILD","child_id","1017","child_id = 1017"
"Logic","Unexpected Record","tblDELIVERY_CHILD","child_id"," ","child_id =  "
"Table Structure","Unexpected Variable","tblDELIVERY_MUM","forced_errors","",""
"Value Error","Unexpected Type","tblDELIVERY_MUM","preg_seq","1002","preg_seq=x&type=numeric"
"Value Error","Unexpected Type","tblDELIVERY_MUM","deliv_location","1002","deliv_location=x&type=numeric"
"Value Error","Unexpected Type","tblDELIVERY_MUM","planned_home","1003","planned_home=X&type=numeric"
"Value Error","Unexpected Type","tblDELIVERY_MUM","deliv_assist","1003","deliv_assist=X&type=numeric"
"Logic","Out of Range","tblDELIVERY_MUM","preg_seq","1002","preg_seq=x"
"Logic","Out of Range","tblDELIVERY_MUM","preg_seq","1004","preg_seq=99"
"Logic","Out of Range","tblDELIVERY_MUM","preg_seq","1003","preg_seq=0"
"Logic","Out of Range","tblDELIVERY_MUM","rom_dur","1002","rom_dur=88"
"Logic","Out of Range","tblDELIVERY_MUM","rom_dur","1004","rom_dur=50"
"Logic","Out of Range","tblDELIVERY_MUM","rom_dur","1003","rom_dur=-1"
"Value Error","Unexpected Code","tblDELIVERY_MUM","rom_dur_a","1003","rom_dur_a=X"
"Value Error","Unexpected Code","tblDELIVERY_MUM","deliv_location","1002","deliv_location=x"
"Value Error","Unexpected Code","tblDELIVERY_MUM","planned_home","1003","planned_home=X"
"Value Error","Unexpected Code","tblDELIVERY_MUM","deliv_assist","1003","deliv_assist=X"
"Value Error","Unexpected Code","tblDELIVERY_MUM","tear_y","1001","tear_y=12"
"Value Error","Unexpected Code","tblDELIVERY_MUM","tear_y","1002","tear_y=999"
"Table Structure","Unexpected Variable","tblLAB","forced_error","",""
"Value Error","Unexpected Type","tblLAB","lab_d","146","lab_d=X&type=date"
"Logic","Date in the Future","tblLAB","lab_d","147","databaseclose=2013-12-01&lab_d=2015-06-06"
"Value Error","Unexpected Type","tblLAB","lab_v","146","lab_v=X&type=numeric"
"Value Error","Unexpected Type","tblLAB","lab_u","146","lab_u=C&type=numeric"
"Value Error","Unexpected Code","tblLAB","lab_d_a","146","lab_d_a=X"
"Value Error","Unexpected Code","tblLAB","lab_id","133","lab_id=NA+1"
"Value Error","Unexpected Code","tblLAB","lab_id","146","lab_id=X"
"Value Error","Unexpected Code","tblLAB","lab_v","105","lab_v=5"
"Value Error","Unexpected Code","tblLAB","lab_v","106","lab_v=6"
"Value Error","Unexpected Code","tblLAB","lab_v","107","lab_v=7"
"Value Error","Unexpected Code","tblLAB","lab_v","108","lab_v=8"
"Value Error","Unexpected Code","tblLAB","lab_v","110","lab_v=10"
"Value Error","Unexpected Code","tblLAB","lab_v","111","lab_v=11"
"Value Error","Unexpected Code","tblLAB","lab_v","112","lab_v=12"
"Value Error","Unexpected Code","tblLAB","lab_v","113","lab_v=13"
"Value Error","Unexpected Code","tblLAB","lab_v","114","lab_v=14"
"Value Error","Unexpected Code","tblLAB","lab_v","115","lab_v=15"
"Value Error","Unexpected Code","tblLAB","lab_v","116","lab_v=16"
"Value Error","Unexpected Code","tblLAB","lab_v","117","lab_v=17"
"Value Error","Unexpected Code","tblLAB","lab_v","118","lab_v=18"
"Value Error","Unexpected Code","tblLAB","lab_v","119","lab_v=19"
"Value Error","Unexpected Code","tblLAB","lab_v","120","lab_v=20"
"Value Error","Unexpected Code","tblLAB","lab_v","121","lab_v=21"
"Value Error","Unexpected Code","tblLAB","lab_v","122","lab_v=22"
"Value Error","Unexpected Code","tblLAB","lab_v","123","lab_v=23"
"Value Error","Unexpected Code","tblLAB","lab_v","124","lab_v=24"
"Value Error","Unexpected Code","tblLAB","lab_v","125","lab_v=25"
"Value Error","Unexpected Code","tblLAB","lab_v","126","lab_v=26"
"Value Error","Unexpected Code","tblLAB","lab_v","127","lab_v=27"
"Value Error","Unexpected Code","tblLAB","lab_v","128","lab_v=28"
"Value Error","Unexpected Code","tblLAB","lab_v","129","lab_v=29"
"Value Error","Unexpected Code","tblLAB","lab_v","130","lab_v=30"
"Value Error","Unexpected Code","tblLAB","lab_v","131","lab_v=31"
"Value Error","Unexpected Code","tblLAB","lab_v","132","lab_v=32"
"Value Error","Unexpected Code","tblLAB","lab_v","133","lab_v=33"
"Value Error","Unexpected Code","tblLAB","lab_v","134","lab_v=34"
"Value Error","Unexpected Code","tblLAB","lab_v","135","lab_v=35"
"Value Error","Unexpected Code","tblLAB","lab_v","136","lab_v=36"
"Value Error","Unexpected Code","tblLAB","lab_v","137","lab_v=37"
"Value Error","Unexpected Code","tblLAB","lab_v","138","lab_v=38"
"Value Error","Unexpected Code","tblLAB","lab_v","139","lab_v=39"
"Value Error","Unexpected Code","tblLAB","lab_v","140","lab_v=40"
"Value Error","Unexpected Code","tblLAB","lab_v","141","lab_v=41"
"Value Error","Unexpected Code","tblLAB","lab_v","142","lab_v=42"
"Value Error","Unexpected Code","tblLAB","lab_v","143","lab_v=43"
"Value Error","Unexpected Code","tblLAB","lab_v","144","lab_v=44"
"Value Error","Unexpected Code","tblLAB","lab_v","145","lab_v=45"
"Value Error","Unexpected Code","tblLAB","lab_v","146","lab_v=X"
"Value Error","Unexpected Code","tblLAB","lab_v","147","lab_v=44"
"Value Error","Unexpected Code","tblLAB","lab_u","100","lab_u=0"
"Value Error","Unexpected Code","tblLAB","lab_u","105","lab_u=0"
"Value Error","Unexpected Code","tblLAB","lab_u","110","lab_u=0"
"Value Error","Unexpected Code","tblLAB","lab_u","115","lab_u=0"
"Value Error","Unexpected Code","tblLAB","lab_u","120","lab_u=0"
"Value Error","Unexpected Code","tblLAB","lab_u","125","lab_u=0"
"Value Error","Unexpected Code","tblLAB","lab_u","130","lab_u=0"
"Value Error","Unexpected Code","tblLAB","lab_u","135","lab_u=0"
"Value Error","Unexpected Code","tblLAB","lab_u","140","lab_u=0"
"Value Error","Unexpected Code","tblLAB","lab_u","145","lab_u=0"
"Value Error","Unexpected Code","tblLAB","lab_u","146","lab_u=C"
"Value Error","Unexpected Code","tblLAB","lab_u","147","lab_u=0"
"Value Error","Unexpected Code","tblLAB","lab_fa","146","lab_fa=x"
"Value Error","Unexpected Code","tblLAB","lab_st","146","lab_st=x"
"Value Error","Unexpected Code","tblLAB","lab_st","147","lab_st= "
"Value Error","Unexpected Code","tblLAB","drug_res","146","drug_res=x"
"Value Error","Unexpected Code","tblLAB","tb_drug","146","tb_drug=x"
"Table Structure","Unexpected Variable","tblCEP","forced_errors","",""
"Missing Value","Missing Value","tblCEP","event_id","214",""
"Missing Value","Missing Value","tblCEP","patient",NA,""
"Value Error","Unexpected Type","tblCEP","cep_d","114","cep_d=2016-01-40&type=date"
"Value Error","Unexpected Type","tblCEP","cep_d","213","cep_d= &type=date"
"Value Error","Unexpected Type","tblCEP","cep_d","214","cep_d=4/4/216&type=date"
"Value Error","Unexpected Type","tblCEP","cep_d",NA,"cep_d= &type=date"
"Logic","Out of Order","tblCEP & tblBAS","birth_d&cep_d","9004","birth_d=2001-01-01&cep_d=1999-01-01"
"Logic","Out of Order","tblCEP & tblLTFU","cep_d&death_d","1000","cep_d=2016-04-01&death_d=2000-01-01"
"Logic","Date in the Future","tblCEP","cep_d","100","databaseclose=2013-12-01&cep_d=2016-01-10"
"Logic","Date in the Future","tblCEP","cep_d","101","databaseclose=2013-12-01&cep_d=2016-01-11"
"Logic","Date in the Future","tblCEP","cep_d","102","databaseclose=2013-12-01&cep_d=2016-01-12"
"Logic","Date in the Future","tblCEP","cep_d","103","databaseclose=2013-12-01&cep_d=2016-01-13"
"Logic","Date in the Future","tblCEP","cep_d","104","databaseclose=2013-12-01&cep_d=2016-01-14"
"Logic","Date in the Future","tblCEP","cep_d","105","databaseclose=2013-12-01&cep_d=2016-01-15"
"Logic","Date in the Future","tblCEP","cep_d","106","databaseclose=2013-12-01&cep_d=2016-01-16"
"Logic","Date in the Future","tblCEP","cep_d","107","databaseclose=2013-12-01&cep_d=2016-01-17"
"Logic","Date in the Future","tblCEP","cep_d","108","databaseclose=2013-12-01&cep_d=2016-01-18"
"Logic","Date in the Future","tblCEP","cep_d","109","databaseclose=2013-12-01&cep_d=2016-01-19"
"Logic","Date in the Future","tblCEP","cep_d","110","databaseclose=2013-12-01&cep_d=2016-01-20"
"Logic","Date in the Future","tblCEP","cep_d","111","databaseclose=2013-12-01&cep_d=2016-01-21"
"Logic","Date in the Future","tblCEP","cep_d","112","databaseclose=2013-12-01&cep_d=2016-01-22"
"Logic","Date in the Future","tblCEP","cep_d","113","databaseclose=2013-12-01&cep_d=2016-01-23"
"Logic","Date in the Future","tblCEP","cep_d","115","databaseclose=2013-12-01&cep_d=2099-01-01"
"Logic","Date in the Future","tblCEP","cep_d","116","databaseclose=2013-12-01&cep_d=2016-01-14"
"Logic","Date in the Future","tblCEP","cep_d","116","databaseclose=2013-12-01&cep_d=2016-01-14"
"Logic","Date in the Future","tblCEP","cep_d","117","databaseclose=2013-12-01&cep_d=2016-01-14"
"Logic","Date in the Future","tblCEP","cep_d","118","databaseclose=2013-12-01&cep_d=2016-01-15"
"Logic","Date in the Future","tblCEP","cep_d","118","databaseclose=2013-12-01&cep_d=2016-01-15"
"Logic","Date in the Future","tblCEP","cep_d","119","databaseclose=2013-12-01&cep_d=2016-01-16"
"Logic","Date in the Future","tblCEP","cep_d","120","databaseclose=2013-12-01&cep_d=2016-01-17"
"Logic","Date in the Future","tblCEP","cep_d","121","databaseclose=2013-12-01&cep_d=2016-01-18"
"Logic","Date in the Future","tblCEP","cep_d","122","databaseclose=2013-12-01&cep_d=2016-01-19"
"Logic","Date in the Future","tblCEP","cep_d","123","databaseclose=2013-12-01&cep_d=2016-01-20"
"Logic","Date in the Future","tblCEP","cep_d","124","databaseclose=2013-12-01&cep_d=2016-01-21"
"Logic","Date in the Future","tblCEP","cep_d","125","databaseclose=2013-12-01&cep_d=2016-01-22"
"Logic","Date in the Future","tblCEP","cep_d","126","databaseclose=2013-12-01&cep_d=2016-01-23"
"Logic","Date in the Future","tblCEP","cep_d","127","databaseclose=2013-12-01&cep_d=2016-01-24"
"Logic","Date in the Future","tblCEP","cep_d","128","databaseclose=2013-12-01&cep_d=2016-01-25"
"Logic","Date in the Future","tblCEP","cep_d","129","databaseclose=2013-12-01&cep_d=2016-01-26"
"Logic","Date in the Future","tblCEP","cep_d","130","databaseclose=2013-12-01&cep_d=2016-01-27"
"Logic","Date in the Future","tblCEP","cep_d","131","databaseclose=2013-12-01&cep_d=2016-01-28"
"Logic","Date in the Future","tblCEP","cep_d","132","databaseclose=2013-12-01&cep_d=2016-01-29"
"Logic","Date in the Future","tblCEP","cep_d","133","databaseclose=2013-12-01&cep_d=2016-01-30"
"Logic","Date in the Future","tblCEP","cep_d","134","databaseclose=2013-12-01&cep_d=2016-01-31"
"Logic","Date in the Future","tblCEP","cep_d","135","databaseclose=2013-12-01&cep_d=2016-02-01"
"Logic","Date in the Future","tblCEP","cep_d","136","databaseclose=2013-12-01&cep_d=2016-02-02"
"Logic","Date in the Future","tblCEP","cep_d","137","databaseclose=2013-12-01&cep_d=2016-02-03"
"Logic","Date in the Future","tblCEP","cep_d","138","databaseclose=2013-12-01&cep_d=2016-02-04"
"Logic","Date in the Future","tblCEP","cep_d","139","databaseclose=2013-12-01&cep_d=2016-02-05"
"Logic","Date in the Future","tblCEP","cep_d","140","databaseclose=2013-12-01&cep_d=2016-02-06"
"Logic","Date in the Future","tblCEP","cep_d","141","databaseclose=2013-12-01&cep_d=2016-02-07"
"Logic","Date in the Future","tblCEP","cep_d","142","databaseclose=2013-12-01&cep_d=2016-02-08"
"Logic","Date in the Future","tblCEP","cep_d","143","databaseclose=2013-12-01&cep_d=2016-02-09"
"Logic","Date in the Future","tblCEP","cep_d","144","databaseclose=2013-12-01&cep_d=2016-02-10"
"Logic","Date in the Future","tblCEP","cep_d","145","databaseclose=2013-12-01&cep_d=2016-02-11"
"Logic","Date in the Future","tblCEP","cep_d","146","databaseclose=2013-12-01&cep_d=2016-02-12"
"Logic","Date in the Future","tblCEP","cep_d","147","databaseclose=2013-12-01&cep_d=2016-02-13"
"Logic","Date in the Future","tblCEP","cep_d","148","databaseclose=2013-12-01&cep_d=2016-02-14"
"Logic","Date in the Future","tblCEP","cep_d","149","databaseclose=2013-12-01&cep_d=2016-02-15"
"Logic","Date in the Future","tblCEP","cep_d","150","databaseclose=2013-12-01&cep_d=2016-02-16"
"Logic","Date in the Future","tblCEP","cep_d","151","databaseclose=2013-12-01&cep_d=2016-02-17"
"Logic","Date in the Future","tblCEP","cep_d","152","databaseclose=2013-12-01&cep_d=2016-02-18"
"Logic","Date in the Future","tblCEP","cep_d","153","databaseclose=2013-12-01&cep_d=2016-02-19"
"Logic","Date in the Future","tblCEP","cep_d","154","databaseclose=2013-12-01&cep_d=2016-02-20"
"Logic","Date in the Future","tblCEP","cep_d","155","databaseclose=2013-12-01&cep_d=2016-02-21"
"Logic","Date in the Future","tblCEP","cep_d","156","databaseclose=2013-12-01&cep_d=2016-02-22"
"Logic","Date in the Future","tblCEP","cep_d","157","databaseclose=2013-12-01&cep_d=2016-02-23"
"Logic","Date in the Future","tblCEP","cep_d","158","databaseclose=2013-12-01&cep_d=2016-02-24"
"Logic","Date in the Future","tblCEP","cep_d","159","databaseclose=2013-12-01&cep_d=2016-02-25"
"Logic","Date in the Future","tblCEP","cep_d","160","databaseclose=2013-12-01&cep_d=2016-02-26"
"Logic","Date in the Future","tblCEP","cep_d","161","databaseclose=2013-12-01&cep_d=2016-02-27"
"Logic","Date in the Future","tblCEP","cep_d","162","databaseclose=2013-12-01&cep_d=2016-02-28"
"Logic","Date in the Future","tblCEP","cep_d","163","databaseclose=2013-12-01&cep_d=2016-02-29"
"Logic","Date in the Future","tblCEP","cep_d","164","databaseclose=2013-12-01&cep_d=2016-03-01"
"Logic","Date in the Future","tblCEP","cep_d","165","databaseclose=2013-12-01&cep_d=2016-03-02"
"Logic","Date in the Future","tblCEP","cep_d","166","databaseclose=2013-12-01&cep_d=2016-03-03"
"Logic","Date in the Future","tblCEP","cep_d","167","databaseclose=2013-12-01&cep_d=2016-03-04"
"Logic","Date in the Future","tblCEP","cep_d","168","databaseclose=2013-12-01&cep_d=2016-03-05"
"Logic","Date in the Future","tblCEP","cep_d","169","databaseclose=2013-12-01&cep_d=2016-03-06"
"Logic","Date in the Future","tblCEP","cep_d","170","databaseclose=2013-12-01&cep_d=2016-03-07"
"Logic","Date in the Future","tblCEP","cep_d","171","databaseclose=2013-12-01&cep_d=2016-03-08"
"Logic","Date in the Future","tblCEP","cep_d","172","databaseclose=2013-12-01&cep_d=2016-03-09"
"Logic","Date in the Future","tblCEP","cep_d","173","databaseclose=2013-12-01&cep_d=2016-03-10"
"Logic","Date in the Future","tblCEP","cep_d","174","databaseclose=2013-12-01&cep_d=2016-03-11"
"Logic","Date in the Future","tblCEP","cep_d","175","databaseclose=2013-12-01&cep_d=2016-03-12"
"Logic","Date in the Future","tblCEP","cep_d","176","databaseclose=2013-12-01&cep_d=2016-03-13"
"Logic","Date in the Future","tblCEP","cep_d","177","databaseclose=2013-12-01&cep_d=2016-03-14"
"Logic","Date in the Future","tblCEP","cep_d","178","databaseclose=2013-12-01&cep_d=2016-03-15"
"Logic","Date in the Future","tblCEP","cep_d","179","databaseclose=2013-12-01&cep_d=2016-03-16"
"Logic","Date in the Future","tblCEP","cep_d","180","databaseclose=2013-12-01&cep_d=2016-03-17"
"Logic","Date in the Future","tblCEP","cep_d","181","databaseclose=2013-12-01&cep_d=2016-03-18"
"Logic","Date in the Future","tblCEP","cep_d","182","databaseclose=2013-12-01&cep_d=2016-03-19"
"Logic","Date in the Future","tblCEP","cep_d","183","databaseclose=2013-12-01&cep_d=2016-03-20"
"Logic","Date in the Future","tblCEP","cep_d","184","databaseclose=2013-12-01&cep_d=2016-03-21"
"Logic","Date in the Future","tblCEP","cep_d","185","databaseclose=2013-12-01&cep_d=2016-03-22"
"Logic","Date in the Future","tblCEP","cep_d","186","databaseclose=2013-12-01&cep_d=2016-03-23"
"Logic","Date in the Future","tblCEP","cep_d","187","databaseclose=2013-12-01&cep_d=2016-03-24"
"Logic","Date in the Future","tblCEP","cep_d","188","databaseclose=2013-12-01&cep_d=2016-03-25"
"Logic","Date in the Future","tblCEP","cep_d","189","databaseclose=2013-12-01&cep_d=2016-03-26"
"Logic","Date in the Future","tblCEP","cep_d","190","databaseclose=2013-12-01&cep_d=2016-03-27"
"Logic","Date in the Future","tblCEP","cep_d","191","databaseclose=2013-12-01&cep_d=2016-03-28"
"Logic","Date in the Future","tblCEP","cep_d","192","databaseclose=2013-12-01&cep_d=2016-03-29"
"Logic","Date in the Future","tblCEP","cep_d","193","databaseclose=2013-12-01&cep_d=2016-03-30"
"Logic","Date in the Future","tblCEP","cep_d","194","databaseclose=2013-12-01&cep_d=2016-03-31"
"Logic","Date in the Future","tblCEP","cep_d","195","databaseclose=2013-12-01&cep_d=2016-04-01"
"Logic","Date in the Future","tblCEP","cep_d","196","databaseclose=2013-12-01&cep_d=2016-04-02"
"Logic","Date in the Future","tblCEP","cep_d","197","databaseclose=2013-12-01&cep_d=2016-04-03"
"Logic","Date in the Future","tblCEP","cep_d","198","databaseclose=2013-12-01&cep_d=2016-04-04"
"Logic","Date in the Future","tblCEP","cep_d","199","databaseclose=2013-12-01&cep_d=2016-04-05"
"Logic","Date in the Future","tblCEP","cep_d","200","databaseclose=2013-12-01&cep_d=2016-04-06"
"Logic","Date in the Future","tblCEP","cep_d","201","databaseclose=2013-12-01&cep_d=2016-04-07"
"Logic","Date in the Future","tblCEP","cep_d","202","databaseclose=2013-12-01&cep_d=2016-04-08"
"Logic","Date in the Future","tblCEP","cep_d","203","databaseclose=2013-12-01&cep_d=2016-04-09"
"Logic","Date in the Future","tblCEP","cep_d","204","databaseclose=2013-12-01&cep_d=2016-04-10"
"Logic","Date in the Future","tblCEP","cep_d","205","databaseclose=2013-12-01&cep_d=2016-04-11"
"Logic","Date in the Future","tblCEP","cep_d","206","databaseclose=2013-12-01&cep_d=2016-04-12"
"Logic","Date in the Future","tblCEP","cep_d","207","databaseclose=2013-12-01&cep_d=2016-04-13"
"Logic","Date in the Future","tblCEP","cep_d","208","databaseclose=2013-12-01&cep_d=2016-04-14"
"Logic","Date in the Future","tblCEP","cep_d","209","databaseclose=2013-12-01&cep_d=2016-04-15"
"Logic","Date in the Future","tblCEP","cep_d","210","databaseclose=2013-12-01&cep_d=2016-04-11"
"Logic","Date in the Future","tblCEP","cep_d","211","databaseclose=2013-12-01&cep_d=2016-04-12"
"Logic","Date in the Future","tblCEP","cep_d","212","databaseclose=2013-12-01&cep_d=2016-04-13"
"Logic","Date in the Future","tblCEP","cep_d","1000","databaseclose=2013-12-01&cep_d=2016-04-01"
"Logic","Date in the Future","tblCEP","cep_d","1005","databaseclose=2013-12-01&cep_d=2016-02-21"
